data_partition,cv_fold,BB_rating,BB_rating_4class,unit_norm,source_file,timestamp_chr,folder,unit,timestamp,processed_file,n_points,genotype,g_alias,treatment,structural_digital_biomass,structural_height,structural_height_max,structural_leaf_angle,structural_leaf_area,structural_leaf_area_index,structural_leaf_area_projected,structural_leaf_inclination,structural_light_penetration_depth,folder_rating,threshold_source,NDVI_bin1,NDVI_bin2,NDVI_bin3,NDVI_bin4,NDVI_bin5,NDVI_bin6,SRI_bin1,SRI_bin2,SRI_bin3,SRI_bin4,SRI_bin5,SRI_bin6,PSRI_bin1,PSRI_bin2,PSRI_bin3,PSRI_bin4,PSRI_bin5,PSRI_bin6,IPVI_bin1,IPVI_bin2,IPVI_bin3,IPVI_bin4,IPVI_bin5,IPVI_bin6,GB_NDVI_bin1,GB_NDVI_bin2,GB_NDVI_bin3,GB_NDVI_bin4,GB_NDVI_bin5,GB_NDVI_bin6,GR_NDVI_bin1,GR_NDVI_bin2,GR_NDVI_bin3,GR_NDVI_bin4,GR_NDVI_bin5,GR_NDVI_bin6,HUE_bin1,HUE_bin2,HUE_bin3,HUE_bin4,HUE_bin5,HUE_bin6,NPCI_bin1,NPCI_bin2,NPCI_bin3,NPCI_bin4,NPCI_bin5,NPCI_bin6,GREENNESS_bin1,GREENNESS_bin2,GREENNESS_bin3,GREENNESS_bin4,GREENNESS_bin5,GREENNESS_bin6,GNDVI_bin1,GNDVI_bin2,GNDVI_bin3,GNDVI_bin4,GNDVI_bin5,GNDVI_bin6,BNDVI_bin1,BNDVI_bin2,BNDVI_bin3,BNDVI_bin4,BNDVI_bin5,BNDVI_bin6,GRVI_bin1,GRVI_bin2,GRVI_bin3,GRVI_bin4,GRVI_bin5,GRVI_bin6,GLI_bin1,GLI_bin2,GLI_bin3,GLI_bin4,GLI_bin5,GLI_bin6,VARI_bin1,VARI_bin2,VARI_bin3,VARI_bin4,VARI_bin5,VARI_bin6,NGBI_bin1,NGBI_bin2,NGBI_bin3,NGBI_bin4,NGBI_bin5,NGBI_bin6,RGRI_bin1,RGRI_bin2,RGRI_bin3,RGRI_bin4,RGRI_bin5,RGRI_bin6,GI2_bin1,GI2_bin2,GI2_bin3,GI2_bin4,GI2_bin5,GI2_bin6,BLB_bin1,BLB_bin2,BLB_bin3,BLB_bin4,BLB_bin5,BLB_bin6,pcavg_wvl1,pcavg_wvl2,pcavg_wvl3,pcavg_wvl4,pcavg_ndvi,pcavg_sri,pcavg_psri,pcavg_ipvi,pcavg_gb_ndvi,pcavg_gr_ndvi,pcavg_hue,pcavg_npci,pcavg_greenness,pcavg_gndvi,pcavg_bndvi,pcavg_grvi,pcavg_gli,pcavg_vari,pcavg_ngbi,pcavg_rgri,pcavg_gi2,pcavg_blb,cluster_0_ratio,cluster_1_ratio,cluster_2_ratio,cluster_3_ratio,cluster_4_ratio,cluster_5_ratio,cluster_6_ratio,cluster_7_ratio,cluster_8_ratio,cluster_9_ratio,cluster_10_ratio,cluster_11_ratio
training_90,5,0,0,18-05-01,18-5-1_20231102T043618_VIs.csv,20231102,BB_rating_0,0018-05-01,20231102,18-5-1_20231102T043618_VIs_binned.csv,199686,Exp60_5_IR13,Exp60_5_IR13,WW_Healthy_1,44516800,386.226,573.73,25.578,115261,0.48,44337.9,2.31609,245.079,0,full_training_only,0.082685229,0.147332048,0.16164459,0.172601848,0.196018729,0.239717555,0.083491537,0.147782633,0.161594094,0.17338657,0.194651198,0.239093968,0.180202423,0.155112404,0.153564936,0.17244505,0.194850787,0.1438244,0.083236097,0.147046598,0.16015224,0.173368055,0.196559581,0.239637429,0.117084408,0.135623607,0.157613241,0.173718607,0.195758319,0.220201818,0.086551318,0.13620953,0.154017578,0.172471643,0.203054811,0.24769512,0.029050609,0.116277556,0.197805555,0.555156596,0.015995112,0.085714572,0.372831255,0.134395808,0.089625596,0.39201491,0.011132432,0,0.224824098,0.193429652,0.158569747,0.142339184,0.137591707,0.143245612,0.111105547,0.135308788,0.148644859,0.166287735,0.200952505,0.237700567,0.129659213,0.14633047,0.170378346,0.178390966,0.183478979,0.191762025,0.143389516,0.172190638,0.159127451,0.149675674,0.160610083,0.215006637,0.179528143,0.148513364,0.153726731,0.156631393,0.165004833,0.196595536,0.145831559,0.166492115,0.158238917,0.150506868,0.161345767,0.217584774,0.204669924,0.157815358,0.154237755,0.155039459,0.161272704,0.1669648,0.219344009,0.155463748,0.147975031,0.159172924,0.173084849,0.14495944,0.179603263,0.147947456,0.153907021,0.154993765,0.165705958,0.197842537,0.108900975,0.16944603,0.191325381,0.194610539,0.191791112,0.143925964,140.222614504773,203.100933465541,139.743111685346,464.367246577126,0.543098531438671,3.94835503649056,-0.141138973367763,0.600828270441714,0.158226523245265,0.159667804830601,-1.32847562906152,0.0052262581850049,0.341967300213802,0.396417276399151,0.538078913873171,0.186656003355221,0.175682135049972,0.338878411020805,0.189967079742763,0.782146157092758,0.423102130843872,23591.4201832277,0.0363649198529671,0.138763532217645,0.0853758767263504,0.0390726239518361,2.01691180548903e-05,7.56341927058385e-05,0.190769603122179,0.0151873458953323,0.160339446256864,0.0841556450840295,0,0.249875203582035
training_90,5,0,0,18-05-01,18-5-1_20231103T045616_VIs.csv,20231103,BB_rating_0,0018-05-01,20231103,18-5-1_20231103T045616_VIs_binned.csv,208622,Exp60_5_IR13,Exp60_5_IR13,WW_Healthy_1,48265200,388.09,569.959,24.195,124366,0.518,44838.9,2.43973,245.548,0,full_training_only,0.09159804,0.156276064,0.158605681,0.165886932,0.189782281,0.237851,0.092686678,0.156519022,0.15848975,0.166560119,0.188569781,0.23717465,0.178018628,0.152521655,0.152186105,0.170785138,0.197811258,0.148677216,0.092398547,0.155801513,0.157019049,0.166629917,0.190333528,0.237817446,0.138067893,0.135762288,0.151657064,0.16566805,0.189059639,0.219785066,0.097133079,0.141160286,0.152189856,0.164398598,0.195905494,0.249212687,0.028108253,0.111392854,0.191657639,0.56585595,0.01668568,0.086299623,0.387763616,0.13221797,0.087426034,0.380839351,0.011753028,0,0.226989042,0.190026747,0.157460047,0.140299495,0.138060954,0.147163715,0.119427668,0.13804525,0.14594478,0.160440035,0.196026268,0.240116,0.153819606,0.147008211,0.161359595,0.171468836,0.180432459,0.185911294,0.148147438,0.177120091,0.159443081,0.148770712,0.157256827,0.209261852,0.197458488,0.153583618,0.150175442,0.151685393,0.157030142,0.190066917,0.153493859,0.164605343,0.156572656,0.146837519,0.158898539,0.219592083,0.226661358,0.156676612,0.149438299,0.152105299,0.154916201,0.160202231,0.213527258,0.152198492,0.146910949,0.159622222,0.177851978,0.149889101,0.197487249,0.153041953,0.150448671,0.15011792,0.157547839,0.191356368,0.118108349,0.179928291,0.183662317,0.185095532,0.184956524,0.148248986,143.779543864022,204.444061508374,145.879902407225,463.225743210208,0.538308570600236,3.93643384882758,-0.139426775993651,0.597490320394434,0.151411274303745,0.156216351427639,-1.28312811806873,-0.0016710175867795,0.342618210400608,0.394388086762877,0.52729703254114,0.182595479531132,0.167711990429381,0.344229143471887,0.179075089475588,0.789889290796404,0.419291509964938,23533.3850105502,0.042403594195625,0.130337848597887,0.101431790872635,0.0398749173595595,5.30829106807642e-05,9.16886639031382e-05,0.186296887893718,0.0160985990937299,0.152401036564474,0.0855165691067111,0,0.245493984741076
training_90,5,0,0,18-05-01,18-5-1_20231106T080038_VIs.csv,20231106,BB_rating_0,0018-05-01,20231106,18-5-1_20231106T080038_VIs_binned.csv,224494,Exp60_5_IR13,Exp60_5_IR13,WW_Healthy_1,54835100,404.017,589.081,23.08,135725,0.566,46343,2.55071,247.636,0,full_training_only,0.088086987,0.163607936,0.166173706,0.167683769,0.184200914,0.230246688,0.089063506,0.164226203,0.166134771,0.16849031,0.183244833,0.228840378,0.183173565,0.148722449,0.149412897,0.168549436,0.195525898,0.154615755,0.088710611,0.163362941,0.164436466,0.168552389,0.184757722,0.230179871,0.142235427,0.148346949,0.154632195,0.165407539,0.180543801,0.208834089,0.095971385,0.147914866,0.152538598,0.166164797,0.192539667,0.244870687,0.026976222,0.101450373,0.172637131,0.597009274,0.017412492,0.084514508,0.414887216,0.13610736,0.084286014,0.352926232,0.011793178,0,0.231338031,0.187216585,0.15111317,0.138640676,0.136431263,0.155260274,0.124520032,0.140132921,0.143300044,0.158378398,0.191711137,0.241957469,0.16709578,0.162645772,0.167109143,0.166775059,0.167282867,0.169091379,0.154094636,0.176327749,0.160951702,0.147028159,0.154700588,0.206897166,0.203963722,0.163408854,0.157800486,0.152339121,0.15047709,0.172010727,0.156055015,0.163275038,0.153256141,0.142622206,0.155431062,0.229360538,0.245600036,0.171005706,0.152737161,0.144967011,0.141690442,0.143999643,0.211539064,0.149484144,0.145334915,0.161488709,0.176483226,0.155669942,0.204003813,0.162785207,0.158152401,0.150806732,0.151074009,0.173177837,0.140983723,0.200749241,0.186588506,0.185982699,0.171710603,0.113985229,136.004098105072,195.552090479033,140.378553547088,442.925378851996,0.537533776014781,3.93310034220208,-0.13924035893225,0.596790482123959,0.146796151622348,0.155711675607209,-1.23722106610985,-0.0138611312826583,0.342929435345047,0.394997647509522,0.518562432945211,0.17919891564497,0.158413960393958,0.350977533397466,0.164519317473982,0.803680420988501,0.414926514600174,22501.2941862143,0.0433466156935503,0.1137326427105,0.103305915067767,0.0372819529112627,8.98468560338902e-06,0.0001078162272406,0.20384454696969,0.0170664103036374,0.149114334616646,0.0915180075561205,0,0.240672773257982
training_90,5,0,0,18-05-01,18-5-1_20231110T055844_VIs.csv,20231110,BB_rating_0,0018-05-01,20231110,18-5-1_20231110T055844_VIs_binned.csv,201565,Exp60_5_IR13,Exp60_5_IR13,WW_Healthy_1,53322750,448.9085,653.1525,20.869,118782,0.495,37651.2,2.807015,285.709,0,full_training_only,0.08410232,0.156089381,0.16284654,0.165808378,0.184060646,0.247092735,0.085211285,0.156512861,0.162987126,0.166677457,0.182982644,0.245628626,0.20344222,0.152964933,0.150270892,0.161453889,0.183938955,0.147929112,0.084851462,0.155657756,0.161338334,0.166448374,0.184626223,0.247077851,0.150179843,0.158876789,0.159224072,0.157780369,0.172792896,0.201146032,0.094029221,0.147411505,0.155880237,0.164076104,0.187552402,0.25105053,0.022484062,0.087192717,0.155483343,0.641410959,0.017617146,0.075811773,0.467129625,0.129967537,0.078185031,0.312700414,0.012017393,0,0.228324502,0.178970451,0.147828977,0.136065964,0.140734457,0.168075648,0.128416426,0.143875612,0.145056384,0.155395584,0.186978761,0.240277233,0.185104335,0.174298727,0.163517925,0.160144273,0.156299302,0.160635437,0.147505186,0.162537593,0.153892346,0.146825279,0.159798112,0.229441483,0.206975936,0.164400893,0.155966261,0.148608286,0.147958323,0.1760903,0.151829159,0.145811404,0.140463943,0.13812536,0.160796211,0.262973923,0.265935419,0.179437016,0.148909336,0.13588492,0.131634482,0.138198827,0.234437713,0.154593274,0.145035275,0.15484257,0.162725301,0.148365866,0.20702059,0.163855123,0.156258993,0.146961052,0.148553709,0.177350533,0.14427604,0.238062164,0.210924516,0.170788579,0.136179396,0.099769305,127.633716170962,188.060119564409,138.630655123657,427.241599484037,0.543609478068915,4.02472249063471,-0.147040968139037,0.601463235247278,0.13946086433509,0.156969167744416,-1.21692647226058,-0.036020724643076,0.346742818993355,0.392803872327228,0.508989746636938,0.190087448130252,0.157915345992473,0.367807052414495,0.153953373425313,0.793725533517892,0.414987760827495,21703.9151593679,0.044314381270903,0.102462299481305,0.106808122884665,0.0339655137884765,0,0,0.207983698155528,0.0189704203632868,0.15987923817916,0.0876174073258165,0,0.237998918550858
training_90,5,0,0,18-05-02,18-5-2_20230907T091358_VIs.csv,20230907,BB_rating_0,0018-05-02,20230907,18-5-2_20230907T091358_VIs_binned.csv,208421,Exp59_5_IR13,Exp59_5_IR13,WW_Healthy_3,50407350,387.6995,515.3165,21.516,130028.5,0.5415,42378.7,2.727565,222.937,0,full_training_only,0.082886713,0.121885451,0.159804622,0.189696618,0.22106642,0.224660176,0.08355173,0.122295689,0.159621072,0.190353682,0.219585968,0.224591859,0.168305287,0.188534934,0.196490521,0.193640329,0.160306516,0.092722413,0.083337732,0.121736711,0.158110903,0.190536281,0.221661381,0.224616994,0.132654579,0.147988926,0.166504335,0.178062671,0.193325049,0.18146444,0.093944468,0.121192202,0.160046253,0.191717725,0.221618743,0.211480609,0.020564147,0.100033106,0.196995504,0.612802933,0.009120962,0.060483349,0.427198587,0.142559534,0.082408905,0.336331824,0.01150115,0,0.1613544,0.196716199,0.184533891,0.169511124,0.148553141,0.139331245,0.11387103,0.131100662,0.165938969,0.193647443,0.214211688,0.181230208,0.153755728,0.164868172,0.166307607,0.165400763,0.172391622,0.177276108,0.092184763,0.140496701,0.174488302,0.188631074,0.205874025,0.198325135,0.131749916,0.153490715,0.174670121,0.178201622,0.181013387,0.180874238,0.096767225,0.131168869,0.16562332,0.183894692,0.204441585,0.218104309,0.18738628,0.186378104,0.163478111,0.149378052,0.152676227,0.160703227,0.203641946,0.198569786,0.18694809,0.17590387,0.142193733,0.092742576,0.131788302,0.152890936,0.174886042,0.176488652,0.181445228,0.18250084,0.163021001,0.150148018,0.181459642,0.182073783,0.172698528,0.150599028,173.617888792396,246.228263946531,178.779959792919,489.549292057902,0.538774851260301,3.84778725038814,-0.156928266961068,0.598495573819428,0.136997020045251,0.146065228912382,-1.47033041582887,-0.0117216673087325,0.355872717864504,0.37725743585357,0.52148899936126,0.20686146694929,0.187786207167721,0.375508995115369,0.192925098597887,0.732468119627509,0.427820521824963,24871.7005575158,0.0482972225840533,0.140129969750915,0.0828014415353219,0.0311946699858644,0.0008153262028473,0.0017367895445269,0.213485205930171,0.0104062640209572,0.153633508459612,0.0465990283627381,0,0.270900573622991
training_90,5,0,0,18-05-02,18-5-2_20230908T074124_VIs.csv,20230908,BB_rating_0,0018-05-02,20230908,18-5-2_20230908T074124_VIs_binned.csv,196008,Exp59_5_IR13,Exp59_5_IR13,WW_Healthy_3,45706950,401.8565,529.0235,22.484,113628,0.4735,38710.65,2.615005,240.3205,0,full_training_only,0.097272472,0.145378001,0.170474319,0.187768224,0.199673411,0.199433572,0.098049846,0.145834505,0.170281757,0.188453532,0.198355181,0.199025179,0.187960983,0.181437679,0.181376427,0.179181575,0.163199992,0.106843344,0.097782767,0.145224913,0.168999566,0.188242798,0.200382721,0.199367234,0.157289668,0.164361963,0.173133445,0.167658285,0.174256031,0.163300608,0.110088373,0.141967876,0.174638243,0.188093149,0.19917546,0.1860369,0.022213379,0.100674462,0.186992368,0.612847435,0.010173054,0.067099302,0.432883131,0.137862918,0.081133366,0.337590347,0.010530238,0,0.156762687,0.180935371,0.174031077,0.167290077,0.157324012,0.163656775,0.136187823,0.147419019,0.169064968,0.184807013,0.193818505,0.168702672,0.182165657,0.176577754,0.165279472,0.155879546,0.15654295,0.163554621,0.106292964,0.15138633,0.171866149,0.176857243,0.191784597,0.201812717,0.152453119,0.160464345,0.169179742,0.170547264,0.169669601,0.177685929,0.111135503,0.14050072,0.160799069,0.171999918,0.190057076,0.225507714,0.210538407,0.183684409,0.157545157,0.142550823,0.148064572,0.157616631,0.206627052,0.185212482,0.175344583,0.172826426,0.152804009,0.107185448,0.152519454,0.159806098,0.169480801,0.168868478,0.17031254,0.179012629,0.169115546,0.159340435,0.186808702,0.185130199,0.14997347,0.149631648,178.569900208155,256.133193543121,187.926778498837,501.366092200318,0.525042578334208,3.71520906991161,-0.15904456326182,0.588243480396868,0.119895629119656,0.130475412784963,-1.3997379429398,-0.016160029552385,0.363113574647225,0.365970372972933,0.504069474067309,0.200411908381719,0.178802022277318,0.378948896893275,0.182309390095821,0.743039265276466,0.423604113834774,25472.4784935564,0.0569359400101625,0.132143938655156,0.0964159049031734,0.036641636683724,0.0007801553124983,0.0016526974383189,0.23025873440331,0.0099213172306539,0.154845431728711,0.0513414052034306,0,0.229062838430861
training_90,5,0,0,18-05-02,18-5-2_20230909T053534_VIs.csv,20230909,BB_rating_0,0018-05-02,20230909,18-5-2_20230909T053534_VIs_binned.csv,182057,Exp59_5_IR13,Exp59_5_IR13,WW_Healthy_3,49159950,420.308,536.809,22.6845,116762.5,0.4865,40215.85,2.59276,252.514,0,full_training_only,0.100117553,0.157811762,0.177405711,0.183332784,0.19155598,0.18977621,0.101088004,0.158154524,0.177523757,0.18406831,0.190260295,0.188905109,0.19136067,0.177945151,0.17524227,0.1757367,0.163672622,0.116042587,0.10078222,0.157460202,0.175873131,0.184002944,0.192116278,0.189765224,0.169299556,0.171798787,0.164756998,0.159753043,0.171112185,0.163279431,0.114876741,0.152623369,0.17523729,0.184300435,0.193220767,0.179741398,0.022586333,0.10408828,0.181223463,0.610160554,0.011606255,0.070335115,0.436025261,0.133088563,0.076827948,0.341515563,0.012542665,0,0.162118366,0.172181756,0.167507114,0.166084396,0.162464432,0.169643936,0.141443104,0.155257838,0.169632852,0.17984422,0.183128996,0.170692989,0.199970338,0.180772527,0.153022213,0.146013227,0.15237954,0.167842155,0.115518388,0.155299263,0.172590757,0.173854514,0.184755793,0.197981285,0.16522919,0.165185242,0.167289268,0.161526545,0.163053749,0.177716006,0.120084204,0.144350579,0.16185095,0.165758853,0.182550195,0.225405218,0.225649145,0.185356226,0.149263578,0.13275937,0.143260048,0.163711633,0.203189119,0.178308256,0.172180426,0.173768919,0.156896704,0.115656577,0.165267645,0.164531511,0.167596906,0.159883976,0.163701986,0.179017975,0.190945693,0.186892017,0.190226138,0.159999341,0.131294045,0.140642766,166.645418742482,234.207539397002,165.352060069099,471.175263791011,0.52130211061416,3.68038661203026,-0.155814513028655,0.585237259509341,0.118119951257032,0.127865607905733,-1.35846266908773,-0.0132965712352187,0.362666338658887,0.365947585102351,0.501089753331657,0.194724638955621,0.173495288556908,0.37115651308452,0.179027357732633,0.763172093396785,0.421423081412164,23937.5465863988,0.0579200141646194,0.138912865458247,0.106278910209592,0.0372263904565876,0.0004537104663258,0.001554788305336,0.234380187238563,0.0106013323595157,0.148628909102981,0.0568632007613482,0,0.207179691476883
training_90,5,0,0,18-05-02,18-5-2_20230910T071940_VIs.csv,20230910,BB_rating_0,0018-05-02,20230910,18-5-2_20230910T071940_VIs_binned.csv,232775,Exp59_5_IR13,Exp59_5_IR13,WW_Healthy_3,63356700,444.006,553.812,23.253,142693,0.595,50473.3,2.53279,250.643,0,full_training_only,0.077412176,0.104224396,0.144509316,0.190439366,0.245554567,0.237860178,0.078118405,0.104450742,0.144496223,0.191238921,0.243610726,0.238084984,0.141460229,0.194089999,0.225895565,0.209857449,0.148617878,0.08007888,0.077880456,0.10397522,0.142988482,0.191062307,0.246323577,0.237769959,0.109983159,0.12183596,0.161140515,0.195719416,0.225628512,0.185692437,0.086655984,0.103835959,0.143596067,0.194212337,0.245958474,0.225741179,0.020607883,0.095444098,0.219022661,0.601258726,0.007509397,0.056157233,0.39435088,0.1589981,0.094081792,0.340670914,0.011898314,0,0.15355699,0.215906894,0.206077322,0.172687709,0.134456345,0.11731474,0.100336388,0.113478285,0.15680917,0.206115987,0.242822221,0.180437949,0.11951231,0.139158228,0.169196335,0.194719273,0.203384442,0.174029411,0.079843742,0.124538016,0.175257422,0.206461761,0.230270057,0.183629003,0.106906997,0.136992717,0.17643672,0.199187918,0.206741573,0.173734075,0.085890916,0.120670309,0.170105198,0.206793374,0.225765125,0.190775077,0.149707602,0.174380805,0.176685587,0.172884417,0.173065015,0.153276574,0.18951121,0.222199232,0.205008169,0.177225721,0.126527604,0.079528065,0.106945668,0.136425548,0.176617183,0.19717275,0.207373193,0.175465658,0.170344754,0.137574911,0.172956718,0.211178176,0.181948233,0.125997208,149.48524970465,221.996790892493,153.208402964236,468.182309096767,0.547093496703898,3.91726350668042,-0.158833111680973,0.60468382570667,0.150975679024419,0.156125330417995,-1.55730433949597,-0.0038067102047101,0.352034995243256,0.38447272812363,0.537549208199571,0.210577233142457,0.195870699803909,0.374933908573212,0.204623546187207,0.718851796292254,0.431410605282937,23785.3817767887,0.0450423582295988,0.137015905947441,0.0574213347164591,0.0294821922544951,0.000259336099585,0.0016640733056708,0.200838520055325,0.0092280428769017,0.150959543568465,0.0408411134163208,0,0.327247579529737
training_90,5,0,0,18-05-02,18-5-2_20230911T085552_VIs.csv,20230911,BB_rating_0,0018-05-02,20230911,18-5-2_20230911T085552_VIs_binned.csv,179939,Exp59_5_IR13,Exp59_5_IR13,WW_Healthy_3,48831400,461.5485,597.493,22.308,105790.5,0.441,35627.25,2.63572,301.848,0,full_training_only,0.114964122,0.167643969,0.18052213,0.177415141,0.17366897,0.185785668,0.116116256,0.168336494,0.180480866,0.178282941,0.172776972,0.184006471,0.204365035,0.169481444,0.161926575,0.164417069,0.16982611,0.129983767,0.115653329,0.167332715,0.178760206,0.178376696,0.174146968,0.185730087,0.182232498,0.177269291,0.170833241,0.158555835,0.153609302,0.157499833,0.129552023,0.163517119,0.177756781,0.179357492,0.172359938,0.177456647,0.025191871,0.104746609,0.168701616,0.611157114,0.012993292,0.077209499,0.440243631,0.130476138,0.075737012,0.339392591,0.014150629,0,0.170050634,0.160718554,0.156905684,0.159556907,0.16572086,0.187047361,0.159709639,0.161171449,0.167285481,0.169269762,0.167174317,0.175389353,0.207356726,0.186480433,0.162758383,0.148629646,0.137880245,0.156894568,0.129448794,0.164772222,0.168264525,0.164255049,0.170883753,0.202375656,0.1815003,0.166551778,0.165912477,0.157901759,0.154355029,0.173778657,0.133354842,0.152372953,0.157807494,0.155877314,0.168593138,0.23199426,0.238653498,0.183847545,0.149233551,0.133709834,0.135612742,0.158942829,0.207318981,0.165177025,0.162635325,0.169550985,0.165495436,0.129822249,0.181555892,0.165929154,0.166123724,0.156395232,0.155094394,0.174901603,0.200629102,0.187563563,0.189658718,0.161471388,0.125164639,0.13551259,186.566330812109,255.24408827436,186.31357293305,481.066750398746,0.512596067590994,3.67213522532189,-0.158716035252078,0.579688053810919,0.110262387003643,0.120309218063814,-1.29936348824666,-0.0143903905858918,0.3673883065009,0.360657433537927,0.49298512242732,0.189063407065738,0.166434641078756,0.360642220268677,0.172470996866257,0.781729375722156,0.418476875130174,24440.4396570227,0.0637129831605273,0.12237917131626,0.107967767802569,0.0414510096393784,0.0007233739506872,0.002674801352541,0.24174708827966,0.0131609198625028,0.149121577291666,0.0625634354094352,0,0.194497871934773
training_90,5,0,0,18-05-02,18-5-2_20230912T091508_VIs.csv,20230912,BB_rating_0,0018-05-02,20230912,18-5-2_20230912T091508_VIs_binned.csv,177871,Exp59_5_IR13,Exp59_5_IR13,WW_Healthy_3,51804900,479.557,631.016,20.8715,108023,0.45,33964.35,2.80677,313.2495,0,full_training_only,0.118345225,0.185689949,0.188180658,0.178223444,0.16040616,0.169154565,0.119618899,0.186418771,0.188185425,0.179211045,0.159569004,0.166996856,0.209687939,0.167123981,0.157036829,0.162226595,0.171554681,0.132369975,0.119115489,0.185290761,0.186426479,0.17916238,0.160889684,0.169115208,0.191564484,0.186285258,0.169503056,0.156757577,0.147261718,0.148627907,0.136635801,0.177115485,0.18394081,0.176418335,0.163554791,0.162334778,0.026198762,0.106402955,0.171101529,0.605146426,0.014251902,0.076898426,0.430289016,0.133103786,0.079250145,0.344366241,0.012990812,0,0.165567494,0.153158927,0.153586227,0.158719449,0.170408353,0.198559549,0.170159055,0.170957422,0.169315709,0.164452416,0.158588352,0.166527046,0.218583966,0.192046688,0.159206805,0.143852291,0.136054154,0.150256096,0.13147919,0.172390326,0.170281215,0.163700787,0.166456693,0.195691789,0.183028586,0.170051503,0.166717271,0.156467175,0.154077548,0.169657918,0.133329208,0.159743007,0.161914621,0.154848437,0.165037019,0.225127709,0.239262561,0.185699172,0.151601612,0.132456555,0.132540969,0.158439132,0.200348963,0.160737679,0.161895243,0.171200931,0.172719881,0.133097303,0.183056699,0.169635427,0.16669478,0.155050267,0.154679171,0.170883656,0.207009574,0.197232826,0.191858144,0.162151222,0.12989751,0.111850723,153.203574500621,219.961843133507,156.684467957115,436.342337986518,0.50794437515488,3.60413290418992,-0.158379723232511,0.5752883577435,0.105174188679462,0.114098248634327,-1.30056257116067,-0.0123783395627255,0.368314311288515,0.356182246211048,0.489506476833655,0.18689823183522,0.166335238968591,0.358672646811762,0.172914349304329,0.777290611741774,0.418252769631301,22166.6058055726,0.0689637575977501,0.120140841876077,0.110212737004445,0.0407897124194865,0.0002551483262269,0.0010092533792978,0.258255465844144,0.013539871178445,0.143949015694457,0.0650741631134899,0,0.17781003356618
training_90,5,0,0,18-05-02,18-5-2_20230913T075816_VIs.csv,20230913,BB_rating_0,0018-05-02,20230913,18-5-2_20230913T075816_VIs_binned.csv,180003,Exp59_5_IR13,Exp59_5_IR13,WW_Healthy_3,56137400,508.2125,660.8,20.344,110440,0.46,34247.4,2.879735,326.455,0,full_training_only,0.098805556,0.186222222,0.188216667,0.182061111,0.171477778,0.173216667,0.099767154,0.186833632,0.187997861,0.182739335,0.170573424,0.172088593,0.202865778,0.176241485,0.166468503,0.169324281,0.171024413,0.114075539,0.099438889,0.185988889,0.186272222,0.183083333,0.172072222,0.173144444,0.177981356,0.190353441,0.169742558,0.158242686,0.155009389,0.14867057,0.118103587,0.179591451,0.184080265,0.179002572,0.173230446,0.165991678,0.022360738,0.101087204,0.176447059,0.622806287,0.01307756,0.064221152,0.437489579,0.143100899,0.082257867,0.325613321,0.011538333,0,0.160172222,0.15855,0.156427778,0.162227778,0.174905556,0.187716667,0.154678637,0.174250968,0.171989844,0.168745382,0.165062028,0.16527314,0.207099047,0.19378764,0.163925865,0.149525545,0.140414231,0.145247672,0.113591909,0.166981551,0.180601245,0.172505001,0.173716381,0.192603912,0.164042447,0.173259626,0.177459859,0.164520251,0.154047447,0.166670371,0.113870082,0.153748235,0.168695594,0.166144148,0.174776818,0.222765122,0.228070273,0.195146495,0.158269862,0.137349197,0.134296992,0.146867182,0.1971104,0.167740605,0.170588957,0.181107234,0.168576716,0.114876088,0.164114673,0.172526251,0.177798767,0.162792377,0.154969721,0.167798211,0.199168903,0.198635578,0.183496942,0.163825047,0.141364311,0.113509219,141.478980905874,207.651722471292,147.488241862636,429.52402459959,0.516161087192429,3.62933041016153,-0.158094092131667,0.580690116977891,0.109674312791387,0.120768440974705,-1.3730852023396,-0.0185110236818738,0.365629351997029,0.359912557364131,0.493019544868011,0.193227201994275,0.17138466889162,0.37521582546663,0.173439480937467,0.764369304159751,0.420131629392774,21819.9559346678,0.061481779656279,0.114493531470486,0.101629152549954,0.0296926190556058,2.79538872675634e-05,0.0005590777453512,0.273333109702235,0.0119530821956101,0.148451913723122,0.061263739335592,0,0.197114040678497
